customer_id,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn
9921-QFQUL,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,No
1929-ZCBHE,Male,No,Yes,Yes,No,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,No
4378-MYPGO,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
8651-ENBZX,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,Yes
4129-LYCOI,Female,No,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No
7798-JVXYM,Female,No,No,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
8647-SDTWQ,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
2696-ECXKC,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,No
2081-KJSQF,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No
7623-TRNQN,Male,No,No,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
3323-CPBWR,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No
9330-IJWIO,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
3384-CTMSF,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
0902-RFHOF,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,No
9286-DOJGF,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
6048-QBXKL,Female,Yes,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
9661-MHUMO,Male,Yes,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),Yes
7718-RXDGG,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
1025-FALIX,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
3451-VAWLI,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No
3407-QGWLG,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No
1842-EZJMK,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
2347-WKKAE,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No
8735-DCXNF,Male,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No
3214-IYUUQ,Female,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),No
1936-UAFEH,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
3587-PMCOY,Male,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
8079-XRJRS,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,Yes
1027-LKKQQ,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
7148-XZPHA,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,No
8073-IJDCM,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
5309-TAIKL,Female,No,No,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),No
6856-RAURS,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No
8778-LMWTJ,Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
9717-IOAAF,Male,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),No
8884-ADFVN,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
2845-KDHVX,Female,No,Yes,No,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,No
0848-SOMKO,Male,No,No,No,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),No
2720-WGKHP,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
6734-FQAJX,Male,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No
2869-ADAWR,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes
1535-VTJOQ,Female,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No
6368-TZZDT,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No
0943-ZQPXH,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
1293-BSEUN,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,No
9894-EZEWG,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
1302-TPUBN,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),No
7851-FLGGQ,Male,No,No,No,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,Yes
0637-UBJRP,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes
0940-OUQEC,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
2378-VTKDH,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
0927-CNGRH,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
8608-OZTLB,Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,No
2335-GSODA,Male,No,No,Yes,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,No
1952-DVVSW,Female,No,Yes,No,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,No
0702-PGIBZ,Male,No,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
6656-GULJQ,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
9853-JFZDU,Female,No,Yes,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,No
1963-VAUKV,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes
3777-XROBG,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No
6994-FGRHH,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No
4000-VGMQP,Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),No
3999-WRNGR,Female,No,Yes,Yes,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
3466-RITXD,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
2680-XKKNJ,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),No
3058-HJCUY,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,Yes
2974-GGUXS,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
7994-XIRTR,Male,Yes,No,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),No
3259-FDWOY,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes
2101-RANCD,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
7921-BEPCI,Female,No,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),No
0807-ZABDG,Female,No,No,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
8510-TMWYB,Female,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),No
3258-ZKPAI,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
1428-IEDPR,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
5298-GSTLM,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No
4450-YOOHP,Female,No,No,No,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
6728-CZFEI,Female,No,No,No,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,No
5748-RNCJT,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes
3653-NCRDJ,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,No
6121-TNHBO,Female,Yes,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),No
5119-NZPTV,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
6519-ZHPXP,Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
7739-LAXOG,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
3472-QPRCH,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No
8224-UAXBZ,Female,No,Yes,No,No,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,No
9610-WCESF,Male,No,No,No,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,No
9776-CLUJA,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
2486-WYVVE,Male,No,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,No
3865-ZYKAD,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
1422-DGUBX,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,No
2999-AANRQ,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),No
8668-KNZTI,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,No
0480-KYJVA,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No
6034-ZRYCV,Female,No,Yes,No,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,Yes
9746-YKGXB,Male,No,Yes,Yes,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),No
3926-YZVVX,Female,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),No
6000-UKLWI,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No
2079-FBMZK,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
6332-FBZRI,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),No
2096-XOTMO,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
3266-FTKHB,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No
8221-EQDGL,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,No
2346-LOCWC,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No
6608-QQLVK,Male,No,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
0298-XACET,Male,No,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,No
7560-QJAVJ,Female,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
2995-YWTCD,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No
3551-HUAZH,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
9137-UIYPG,Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
2809-ZMYOQ,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
5084-OOVCJ,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No
0254-WWRKD,Female,No,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),No
7727-SHVZV,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No
6302-JGYRJ,Male,No,No,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,Yes
5339-PXDVH,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,No
2205-LPVGL,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),No
8782-NUUOL,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,No
3685-YLCMQ,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,Yes
7601-WFVZV,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
4609-KNNWG,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No
4868-AADLV,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No
9529-OFXHY,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
8634-MPHTR,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
2669-QVCRG,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
2478-EEWWM,Male,No,Yes,No,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
9174-IHETN,Female,No,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),No
2233-TXSIU,Male,No,Yes,Yes,No,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),No
9644-UMGQA,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
3256-EZDBI,Male,Yes,Yes,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
8761-NSOBC,Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
0419-YAAPX,Male,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
8413-VONUO,Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
0872-CASZJ,Male,No,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,No
4726-DLWQN,Male,Yes,No,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
8164-OCKUJ,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No
3094-JOJAI,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
9494-MRNYX,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
2599-CZABP,Male,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,No
7945-PRBVF,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),No
4544-RXFMG,Male,No,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,No
0859-YGKFW,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),No
1150-FTQGN,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),No
9223-UCPVT,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
7196-LIWRH,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No
5448-VWNAM,Female,No,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,No
1177-XZBJL,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),No
3518-FSTWG,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
9330-VOFSZ,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
4351-QLCSU,Female,No,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes
0939-EREMR,Female,No,No,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,No
9389-ACWBI,Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No
5419-JPRRN,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
3644-QXEHN,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,No
2911-IJORQ,Male,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
5921-NGYRH,Male,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No
2100-BDNSN,Female,No,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),Yes
5998-DZLYR,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No
0488-GSLFR,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
9318-NKNFC,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
3985-HOYPM,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,No
9728-FTTVZ,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
9548-LERKT,Male,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No
6576-FBXOJ,Male,No,Yes,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,No
4310-KEDTB,Female,No,No,Yes,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No
7254-IQWOZ,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
2474-BRUCM,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
4062-HBMOS,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
0742-NXBGR,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
2676-ISHSF,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
9236-NDUCW,Female,No,No,No,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,No
4753-PADAS,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No
6103-QCKFX,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No
7781-EWARA,Male,No,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,No
6110-OHIHY,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,Yes
7018-FPXHH,Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),No
5889-LFOLL,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
5708-EVONK,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
8708-XPXHZ,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
0616-ATFGB,Male,Yes,Yes,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
0572-ZJKLT,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,No
5135-RDDQL,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No
1353-LJWEM,Male,No,No,No,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,No
1794-SWWKL,Male,No,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No
6166-YIPFO,Male,No,Yes,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
7016-BPGEU,Female,No,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
6876-ADESB,Male,No,No,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,Yes
9332-GYWLO,Female,No,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,No
1963-SVUCV,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
4184-VODJZ,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,No
0220-EBGCE,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
1092-WPIVQ,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,No
7233-IOQNP,Female,No,Yes,No,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No
2834-JKOOW,Female,No,No,No,No,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,No
2754-VDLTR,Male,No,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
2400-FEQME,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No
3190-XFANI,Male,No,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes
7551-DACSP,Male,No,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes
4957-SREEC,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No
7235-NXZCP,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
0230-UBYPQ,Male,Yes,Yes,No,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),No
4923-ADWXJ,Female,No,No,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
1763-KUAAW,Female,Yes,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),No
1104-TNLZA,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
5195-KPUNQ,Female,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,No
0520-FDVVT,Male,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes
3439-GVUSX,Male,No,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
1444-VVSGW,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),Yes
